article,first main,first talk,reason,comment
Soane,20160822063846,20130720235236,unknown,
Sobranie (cigarette),20091226114527,20070210060925,unknown,
Sobrr,20160922095423,20160919130158,unknown,
Social Anthropology,20060821204631,20030507150833,unknown,
"Social Credit Party of Alberta leadership convention, 1968",20101209073436,20080724082006,unknown,
Social Democratic Alternative Party,20080805102547,20060703024010,unknown,
Social Jacking,20110529155150,20110528040228,unknown,
Social Liberal Movement,20050423191330,20050220122226,unknown,
Social Neuroscience (journal),20160919044013,20090511121353,unknown,
Social Security Disability Insurance,20060505191946,20060308180011,copyright,Copyvio. See [[Wikipedia:Articles_for_deletion/Social_Security_Disability_Insurance]]
Social Security number (Denmark),20051030222952,20051027101709,unknown,
Social Stories,20061115155210,20061110214059,unknown,
Social care in England,20090727121502,20090724135654,unknown,
Social darwinism,20070220090830,20020830092523,unknown,
Social graph,20071213020016,20070913164401,unknown,
Social graphs,20080112040430,20071213194041,unknown,
Social reconstructionism,20140424222217,20140215140342,copyright,Unambiguous [[WP:C|copyright infringement]] of http://oregonstate.edu/instruct/ed416/PP3.html ([[WP:CSD#G12|CSD G12]])
Social searching,20060818161752,20060816134101,unknown,
Socialist Education Movement,20030618015729,20030330075755,unknown,
Socialist Party of Great Britain (Reconstituted),20060911143749,20060717023741,unknown,
Society for Mathematical Biology,20090629031923,20090625141730,unknown,
Society for Scholarly Publishing,20140108215714,20120521030955,unknown,
Society of Professional Engineers UK,20060721014005,20060605145240,copyright,content was: '{{copyvio|url=http://www.diagnosticengineers.org/SPE%20Membership%20Guide.doc}}'
Società Polisportiva Tre Fiori,20130917175652,20100711164950,unknown,
Sociological Perspectives (journal),20110302124213,20080523231917,unknown,
Sociological cycle theory,20070425023822,20060831102346,unknown,
Sociology of religion,20011020063354,20010825210252,great oops,
Sociology of the family,20050825215332,20050821214025,unknown,
Société de Médecine de Paris,20110801062136,20110715081516,unknown,
Société de Transport de l'Outaouais,20060620182536,20060607023844,unknown,
Socratic Club,20060116172156,20051022234242,unknown,
Soda Stereo,20060717152007,20050916035302,unknown,
"SofTech, Inc.",20070302174808,20070223160634,copyright,A8
Sofa King (song),20080227054714,20070126051818,unknown,
Sofia Rodriguez-Urrutia-Shu,20080818080606,20060630154602,unknown,
Soft drug,20051111231311,20041129181725,unknown,
Soft launch (missile),20111212124551,20081213014823,unknown,
Soft phone,20090715082536,20051022030240,unknown,
Softcore Porn,20080516132057,20060301065310,unknown,
Software,20011018135109,20010722092353,great oops,
Software Hacking,20020225155115,20011201030401,great oops,
Software development life cycle,20050604094906,20050408045436,unknown,
Soilent Green,20080408014052,20070317043445,copyright,[[WP:CSD#G12|G12]]: [[WP:C|Blatant copyright infringement]]: of http://shop.relapse.com/artist/artist.aspx?ArtistID=10094
"Sointula, British Columbia",20140427123332,20070125065045,unknown,
Sojourners,20070531050036,20060124002442,unknown,
Sojourners Magazine,20100324001616,20070531051424,unknown,
Sokollu Mehmed Pasha Mosque,20080809050617,20060829145737,unknown,
Solaire Manila,20130315112607,20120611143059,unknown,
Solapur district,20060204092541,20051226131933,split from Solapur District,
Solar System,20011107042451,20010802171642,great oops,
"Solar eclipse of November 13, 2012",20090726171929,20090721200642,unknown,
Solar power in Greece,20100916035436,20100912070707,unknown,
Solar traffic light,20110918053149,20110811113426,unknown,
Solar-powered fountain,20110918044744,20110708170103,unknown,
Solara (disambiguation),20090326123514,20081129053626,unknown,
Solarmon,20060220164803,20051222013407,unknown,
Soldiers Pay,20061024033233,20061022154542,unknown,
Soleares,20090716052919,20050305034703,unknown,
SolidDB,20071012003006,20071011000425,unknown,
Solidaridad Municipality,20150727210933,20070103164147,unknown,
Solidus (disambiguation),20060910235735,20040709181947,unknown,
"Solin, Croatia",20151116043652,20051011005259,unknown,
Solomon (singer),20100914022135,20090204003150,unknown,
Solomon Court at Cabot Center,20140326044226,20070227024723,unknown,
Solomon Islands S-League,20161217132131,20151020081852,unknown,
Soluble,20051226233139,20020626021532,unknown,
Solungen (defunct newspaper),20101027113617,20081225112551,unknown,
Soma (disambiguation),20161231050420,20070103113741,unknown,
"Soma, the Gambia",20130107090638,20070729002424,unknown,
Somali boubou,20160831173406,20061209010925,unknown,
Somali clan,20080728223133,20061024083413,unknown,
Somalia/Government,20020804104810,20020225154311,unknown,
Somalian cuisine,20130920201149,20110405161139,unknown,
Somatic,20141103155712,20050826212309,unknown,
Some Came Running (1958 film),20140701160149,20140617001048,unknown,
Some Came Running (film),20140216215945,20060121013950,unknown,
Some Enchanted Evening (The Simpsons episode),20070831102651,20060619190626,unknown,
Somebody Said a Prayer,20080813164248,20080806205500,unknown,
Somebody Said a Prayer (song),20080817133542,20080813164938,unknown,
Somerset's Case,20061203051251,20060522164508,unknown,
Somer–Lucas pseudoprime,20050412114956,20050403050245,unknown,
Something Right (Westlife song),20101003064916,20090518053914,unknown,
Something's About To Change,20150503141011,20150215064002,unknown,
Somewhere Down the Road (album),20100327194704,20100123020049,unknown,
Somewhere Over the Slaughterhouse (song),20090305214505,20081031040512,unknown,
Somosomo Strait,20111101153638,20110726011436,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]]
Son Sant Joan Airport,20081030095937,20061027013552,unknown,
Son Sen,20040731071309,20040507074708,unknown,
Son of Man,20041116175442,20041114235350,unknown,
Sona Mohapatra,20100719135922,20080829115918,unknown,
Sonapur,20080314223422,20080115072941,unknown,
Sonepur (disambiguation),20121003030442,20081129060045,unknown,
Song Chong-Guk,20060528210157,20060331054805,unknown,
Song Ho-young,20131126003655,20131113081511,unknown,
Song Hye-kyo,20041109142236,20041108131330,unknown,
Song of Innocence (album),20141027231210,20141024221307,unknown,
Song of Songs (2005 film),20091112154721,20080314104419,unknown,
Songhor,20111018013659,20061031053759,unknown,
Songpan Airport,20090812041038,20070214052833,unknown,
Songs from the Underground,20090319192454,20081120043212,unknown,
Songsan Station,20141223033029,20141121064258,unknown,
Sonia Levitin,20061027173748,20060823044842,copyright,deleting to remove copyvio history
Sonic Forces,20160909152505,20160723220715,unknown,
Sonic Highways (TV series),20141018030757,20140812070311,unknown,
Sonic Riders 2,20070808164436,20061018173420,unknown,
Sonic Rush Adventure,20071004020142,20070417222851,copyright,blatant copyvio
Sonic Unleashed,20080322213810,20080320143530,unknown,
Sonic X,20031120143444,20031001010105,unknown,
Sonic the Hedgehog 4: Episode 1,20100204182050,20090910144613,unknown,
Sonmiani Satellite Launch center,20090923054339,20070204002450,unknown,
Sonny (film),20081104194128,20081018092254,copyright,[[WP:CSD#G12|G12]]: Blatant [[WP:C|copyright infringement]]
Sonny (robot),20080202220101,20080125224133,unknown,
Sonny Dixon,20070731200052,20060823045334,unknown,
"Sono,Jamui",20150723054126,20130906050556,unknown,
Sonoma Sol,20110816050324,20060420170519,unknown,
Sons and Lovers (1960 film),20170120174715,20070507001634,unknown,
Sony Cyber-shot DSC-T50,20061014174758,20060927235855,copyright (move from Sony Cyber-shot DSC-T50/Temp),Overwriting copyvio
Sony DCR-VX1000,20070423050116,20070421034900,unknown,
Sony Ericsson Empire Awards,20090304173614,20060109210026,unknown,
Sony Ericsson K800,20070701183404,20060707080801,unknown,
Sony Ericsson W550,20060712224129,20060709134347,unknown,
Sony Ericsson W810,20060201234355,20060111004124,copyright,Copyvio listed at [[WP:CP]] for more than 7 days
"Soobramoney v. Minister of Health, KwaZulu–Natal",20151016130928,20120508052911,unknown,
"Sooke, British Columbia",20140320051557,20050803062451,unknown,
Sooty Shrikethrush,20140506202413,20070725181201,unknown,
Sophia Lvovna Perovskaya,20111011142058,20061031203934,unknown,
Sophia The Ocean(alternative rock band),20100706043510,20090623005544,unknown,
Sophie Hook,20070708055400,20061217162141,unknown,
Sophie Taylor,20140729074055,20140129074835,unknown,
Sophistry,20040608191725,20040325164533,unknown,
Sora (given name),20170420100347,20140415184254,unknown,
Sorcery,20050706164947,20040704214654,unknown,
Soret Peak,20130315222020,20090501045350,unknown,
Sorex dispar (Long-tailed Shrew),20141211085745,20141207003352,unknown,
Sorrowful God,20141104101244,20090904204137,unknown,
"Sort, Lleida",20050718111848,20050704170113,unknown,
Sortes Virgilianae,20090925170421,20080506172134,unknown,
Sorud-e Melli-e Jomhoori-e Eslami-e Iran,20060808050331,20040502054454,unknown,
Sossy Problems,20121226194645,20120629025152,unknown,
Sosva River (Sverdlovsk Oblast),20110602164818,20070418044619,unknown,
Soteapan,20090615182323,20080116092211,unknown,
Sotiris Kaiafas,20061223212531,20060823051309,copyright,[[Wikipedia:Copyright problems/2006 December 12/Articles]]
Soto (disambiguation),20101030195612,20080619193122,unknown,
Soul Catcher,20080324172757,20061118012732,unknown,
Soul Men (film),20090109154108,20080220181858,unknown,
Soul Survivor (Young Jeezy song),20060121174140,20060109234525,unknown,
"Souldrop, Bedfordshire",20090113121652,20061123150404,unknown,
Soulja boy,20071001125228,20070903184045,unknown,
Soumahoro Yaya,20100829195957,20090426170808,unknown,
Sound Frequency and Emotions,20050804053241,20050702235130,unknown,
Sound Shore Parkway,20070810141756,20070809123038,copyright,content was: '{{copyvio|url=http://www.nycroads.com/roads/sound-shore/}}<!--Excess long comment to prevent listing on [[Special:Shortpages]]..........................'
Sound from ultrasound,20060910193737,20060304015249,unknown,
Sound of the Underground (disambiguation),20140823204726,20140810231437,unknown,
Sounds of Australia,20110505004526,20110304085548,unknown,
Sour cherry,20100811190923,20051231222758,unknown,
Source 2,20160811160520,20150628232010,unknown,
South Africa – Turkey relations,20111109041731,20090510185808,unknown,
South African Institute of Electrical Engineers,20100404202544,20100402065721,copyright,Derivative of copyrighted material from SAIEE Web site
South African – Turkish relations,20090914045557,20090103155430,unknown,
South American Yellow Oriole,20130315210350,20070110050436,unknown,
South Australian Film Corporation,20070527100834,20070411122053,copyright,All versions of this article were copyright violations lifted from http://www.safilm.com.au/content.aspx?p=1
South Australian Oaks,20141106125854,20070527013248,unknown,
South Australian Young Labor,20160129063746,20160118094938,unknown,
South Azeri language,20110916192501,20080322074044,unknown,
South Bend International Airport,20061102041854,20050824213156,unknown,
South Carolina Gamecocks volleyball,20161104021420,20110819234931,unknown,
South Carolina High School League,20100302214617,20090114081535,unknown,
South Carolina in the American Civil War,20060826043349,20060824004520,unknown,
South Carolina sports,20140421125857,20110810060429,unknown,
South Carolina's At-large congressional district,20130123183851,20110613135912,unknown,
South Carolina–Clemson rivalry,20131128175127,20120303204917,unknown,
South Carroll High School,20070625171621,20061107051418,unknown,
South Crofty,20070821133746,20060621161754,copyright,content was: '{{copyvio | url=http://www.southcrofty.co.uk/html/history.html}}<!--Excess long comment to prevent listing on [[Special:Shortpages]]....................'
South Dakota Highway Patrol,20061115031345,20061112231441,unknown,
South Florida Council,20081031022320,20071213185209,split from South Florida council,
South Grand Prairie High School,20061207191035,20060812020425,unknown,
South High School,20060118014029,20051125101631,unknown,
South Korean (disambiguation),20170209231852,20081129065643,unknown,
South Korean hwan,20051112041617,20050714050108,unknown,
South Plains Council,20081109214120,20080129000658,unknown,
"South Shore High School (Chicago, Illinois)",20120805065209,20110306191219,unknown,
"South Side Slopes, Pittsburgh",20070208203639,20061211181530,unknown,
South Tower (disambiguation),20160518140713,20160221190259,unknown,
South Wales East (National Assembly for Wales electoral region,20061223035101,20061102120610,unknown,
South WestSound FM,20081114005632,20071126201934,unknown,
South Woodland (RTA Rapid Transit station),20070622222109,20070507035934,unknown,
South from Granada (book),20140822220158,20071006190047,unknown,
South west Florida Council,20090302132702,20081213110930,unknown,
South-Central Papuan languages,20120225071402,20070417214839,unknown,
Southeast Texas Mavericks,20150401083900,20080123062326,unknown,
Southeastern University (disambiguation),20100517133913,20091009084738,unknown,
Southern Expressway (Sri Lanka),20130822123052,20100902065353,unknown,
Southern Expressway (disambiguation),20140813212451,20130720194529,unknown,
Southern Myanmar United F.C.,20170422081619,20110830054404,unknown,
Southern Pacific Company v. Jensen,20150112033833,20110207102047,unknown,
Southern Sudan,20110708210555,20050725020946,unknown,
Southern stingray,20061207162609,20060904171108,unknown,
Southington (RTA Blue Line Rapid Transit station),20070623230605,20070507035956,unknown,
Southington (RTA Green Line Rapid Transit station),20070625182941,20070507040411,unknown,
"Southlands College, Roehampton",20150213092204,20140303151147,unknown,
SouthtownStar,20150613012636,20070428053511,unknown,
Southwest Amazon moist forests,20110411172003,20110402175257,unknown,
Southwest Florida Council,20081123214912,20071213185255,unknown,
Southwest Miami Senior High School,20070306015624,20070228234614,unknown,
Southwest Middle School (Little Rock),20060217211511,20060215200731,unknown,
Southwick Tunnel,20061125222444,20061120210333,unknown,
Southwick-Tolland Regional High School,20160107124700,20071029023456,unknown,
"Sovetsky District, Khanty-Mansi",20120223091648,20110807074057,unknown,
Soviet (word),20060410101758,20040430063448,unknown,
Soviet cruiser Kirov,20071014025238,20050103015022,unknown,
Soy cheese,20090116135355,20071213210626,unknown,
Soßmar,20071203205754,20071013204124,copyright,copyvio of http://www.sossmar.de/Wissenswertes/32.html&langu=en
Spa (disambiguation),20050326222932,20050322203619,unknown,
Space Case (Transformers),20131219140916,20110913163016,unknown,
Space Cat,20130828213340,20130426195003,unknown,
Space and Upper Atmosphere Research Commission,20061014103102,20060911164104,copyright (move from Space and Upper Atmosphere Research Commission/Temp),overwriting copyvio
Space navy,20071004201540,20070405024905,unknown,
SpaceX satellite development facility,20161008050530,20150119060618,unknown,
Spacedock One,20061001112735,20060824093105,unknown,
Spaceman (disambiguation),20081012165242,20070209163537,unknown,
Spaceport America,20060925092650,20060614192121,unknown,
Spain national roller hockey (quad) team,20090727220636,20080826191245,unknown,
Span Thang,20150516193106,20140525052145,unknown,
Spanish First Division season 2004/2005,20060515184836,20050709164239,unknown,
Spanish First Division season 2005/2006,20060515184950,20060227201241,unknown,
Spanish conquest of the Aztec Empire,20060417062134,20060327071058,unknown,
Spanish–Turkish relations,20090914045619,20081105080818,unknown,
SparkPeople,20070924155617,20060925183651,unknown,
"Sparta (city), Wisconsin",20060601053135,20060201053511,unknown,
Spartacus (TV series),20120226222158,20100112072225,unknown,
Spartacus (ballet),20050504015407,20040724134521,unknown,
Spawn (TV series),20110319141940,20070501234408,unknown,
Speak Mandarin Campaign,20050815012252,20050806164823,unknown,
Speaker of the Lok Sabha,20041223232138,20041210035238,unknown,
"Speakers' Corner, Singapore/version 1",20120113140818,20101018062919,unknown,
Spearhead (band),20060403041033,20050717013530,copyright,content was: '{{copyvio|url=http://www.jambase.com/contests/index.asp?contestID=371}}'yep copyvio
Special Operations Force (Singapore),20041103191312,20040617092738,unknown,
Special characters,20060731003603,20060704085037,unknown,
Special investigation service,20090704173308,20090626081453,unknown,
Specialist,20060130204150,20040516055219,unknown,
Specialization (disambiguation),20090211114847,20081129080227,unknown,
Specimens of Tyrannosaurus,20070906072459,20070801192903,unknown,
Spectroscopy,20011111191253,20010903003650,great oops,
Speechless (disambiguation),20080402151456,20080311044939,unknown,
Speed Demon (song),20090721001317,20070701061905,unknown,
Speed skating (disambiguation),20080729202031,20060206220735,unknown,
Speedway Premier League Four-Team Championship,20101226132149,20071118225300,unknown,
Spencer Clark (disambiguation),20110128011703,20080616200847,unknown,
Spencer Moody,20070705173205,20070327145401,unknown,
Sperber,20100827215938,20081129081503,unknown,
Spermophagia,20090419223258,20080515184542,unknown,
Sphaera Mundi,20050815052033,20050812201117,copyright,"delete due to copyright/attribution dispute over the article, and because the content is poorly researched information that pertains only to one edition of the book, rather than the book itself"
Sphere (book),20040812163416,20040804011311,unknown,
Sphincter of Oddi dysfunction,20091021215126,20090710080955,unknown,
Sphincter urethrae,20080101204053,20071106050023,unknown,
Sphinx (iconic image),20050508002641,20031216224413,unknown,
Spider-Man,20011006132920,20010829011603,great oops,
Spider-Man (2000 video game),20081130145824,20060408000133,unknown,
Spider-Man 4,20070801030213,20070507170551,unknown,
Spider-Man computer and video games,20070317054021,20050614041735,unknown,
Spider-Woman (Julia Carpenter),20060903161805,20051031232028,unknown,
Spidercide (comics),20130630173938,20050828111025,copyright,"Listed on [[WP:CP]] since August 12, content was: '{{copyvio|url=http://spiderfan.org/characters/spidercide.html}}'"
Spiff (UNIX),20130617034205,20130613142223,unknown,
Spike lavender,20140209225526,20131117213759,unknown,
Spilanthes acmella,20080810100352,20050712234402,unknown,
Spinal Tap (disambiguation),20091019204458,20060803210334,unknown,
Spindel,20161022162556,20141207082201,unknown,
Spindle (shrub),20060603180702,20060323010347,unknown,
"Spinney Hills, East Quogue",20080822213125,20071031020221,unknown,
Spinning (cycling),20060704055135,20050712215310,unknown,
Spinnwebe,20060611084429,20060222235039,unknown,
"Spinola Palace, Valletta",20151106005635,20150828221044,unknown,
Spinout (disambiguation),20161221165419,20161215112408,unknown,
Spinto Soprano,20071210050545,20071205182133,unknown,
Spiny keratoderma,20100529045745,20090205013442,unknown,
Spiral dynamics,20150810015952,20150316040058,unknown,
Spirit of the Land,20080505155503,20080204103415,unknown,
Spirit: Stallion Of The Cimarron (video game),20141203114750,20141122094903,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]]: 2/3 of original article copied from Metacritic; what's left is a [[WP:NOTDIRECTORY|directory listing]] ([[https://en.wikipedia.org/wiki/Wikipedia_talk:WikiProject_Video_games#Coin945_and_...
Spiritual Love,20110814105344,20090918122607,unknown,
Spiritual density,20051031165949,20050726050617,unknown,
Spiro Agnew,20020225155115,20020213171228,great oops,
Splashdown (disambiguation),20051214204021,20041201183751,unknown,
Split (disambiguation),20090115163425,20060927044129,unknown,
Spoetry,20160624174738,20061006211409,unknown,
Spoken (band),20070313014721,20060620045830,unknown,
SpongeBob's Atlantis SquarePantis,20071116112239,20071113035422,unknown,
Spongebubble94/sandbox,20170420015517,20170411204253,unknown,
Spoof,20030514014738,20030108215413,unknown,
Spook,20051127222243,20051108090208,unknown,
Spook the horse E.P.,20120106181335,20060523204725,unknown,
Spoonmaker's Diamond,20070427225734,20070130022348,unknown,
Sporobolomyces salmonicolor,20141119133336,20140910174855,unknown,
Sport,20011105063011,20011002201207,great oops,
"Sports in St. Louis, Missouri",20120803135851,20100910142720,unknown,
Spratton Hall School,20141001165052,20130104215109,unknown,
Spreadeagle (position),20040710232900,20040614015128,unknown,
Spring Fever (manga),20090110230705,20080530163302,unknown,
Spring Garden station (SEPTA Market–Frankford Line),20160728130550,20060824044419,unknown,
Spring Waltz,20060405094727,20051025145655,unknown,
Spring onion,20150316162813,20110423154948,unknown,
Springfield (album),20090930190537,20090924153308,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: replacing with /Temp
Springfield Nuclear Power Plant,20081102121403,20030309003745,unknown,
Springfield Race Riot of 1908,20141118054117,20141015230637,unknown,
Sprint Corporation (1899-2005),20080518223259,20061227062643,unknown,
Spud gun (toy),20160118100225,20120504154001,unknown,
Sputnik (rural locality),20151223160021,20100916165034,unknown,
"Spye Park, Wiltshire",20100912153143,20071211020507,unknown,
Spyken,20051115212650,20051109125616,unknown,
Spyros Vassiliou,20090828151004,20090820115512,unknown,
Spähkreuzer 1938,20090601120245,20061022124613,unknown,
Squalene,20040921200124,20040625192050,unknown,
Squamish (disambiguation),20110117134107,20080426063433,unknown,
Square One (Black Pink Single),20161013083717,20160818001436,unknown,
Squeeze (disambiguation),20100416234616,20081129091724,unknown,
Squirt (disambiguation),20091123193242,20080426001307,unknown,
Sravanthi,20140323092057,20140302203134,unknown,
Sretensky Boulevard (Metro),20100315134411,20070218181359,unknown,
Sri Dungargarh,20070506040858,20060829140204,unknown,
Sri Lanka Navy,20060730181739,20050629003332,unknown,
Sri Lankan cricket team in England 2011,20110621100426,20110111045534,unknown,
Sri Ramanujacharya,20050604205805,20040526135529,unknown,
Sridhara,20060428042709,20050801144542,unknown,
Srikantha Datta Narasimharaja Wodeyar,20070326190215,20060311231226,unknown,
Srirampore subdivision,20160726110935,20090106174812,unknown,
Sriwijaya U-21,20120907085330,20110303163605,unknown,
St Aloysius College (Adelaide),20121208225859,20071119140420,unknown,
"St Andrew's School, Adelaide",20121208224239,20101004134913,unknown,
St Bartholomew's Hospital,20050521103654,20030311175321,unknown,
St Clements University Network,20060921205022,20060917044839,unknown,
"St David's School, Middlesbrough",20080126190229,20070305201402,unknown,
St Edmund Campion Catholic School,20110531161545,20080323074104,unknown,
"St Edmund Campion Catholic School, Erdington",20110710023740,20110607155721,unknown,
St Finnian,20060430053306,20060406100203,copyright,content was: '{{copyvio|url=http://www.irelandseye.com/irish/people/saints/finnian.shtm}}'
St Florent Abbey,20130709201824,20121110185254,unknown,
"St George College, South Australia",20070626043703,20070514084002,unknown,
St George Henry Rathborne,20140503210653,20070418225418,unknown,
"St James, Victoria",20070717085642,20070715122810,unknown,
St John's Grammar School,20060801224259,20060325114953,copyright,content was: '{{copyvio1}}http://www.stjohns.sa.edu.au/history.htmhttp://www.stjohns.sa.edu.au/middle_school.htmhttp://www.stjohns.sa.edu.au/jun_sch.htmhttp://w...'
St John's Wood tube station,20150918174150,20141108232008,unknown,
St Mark's Tower,20071023174159,20070924213516,unknown,
St Mary's Hospital (London),20070112015440,20061102190247,unknown,
St Mary's Island (Tyne and Wear),20060330134322,20060104172255,unknown,
"St Mary's Roman Catholic High School, Chesterfield",20090212225449,20061205145304,unknown,
St Marys railway station (disambiguation),20100712180736,20100517155651,unknown,
St Michael's College,20061223212439,20060407034852,unknown,
St Paul's Anglican Grammar School,20060418163747,20051029101151,unknown,
"St Paul's Church, Bedford",20091011202129,20080527154546,unknown,
"St Peter's Church, Bedford",20091011213324,20080527154613,unknown,
"St Thomas's Church, Huddersfield",20081111183504,20081016215150,unknown,
St-Adolphe Hawks,20080510043321,20061207012801,unknown,
St. Agnes' Academy (Legazpi),20120814110341,20081110112501,unknown,
St. Alexander's Church (disambiguation),20140617125820,20101120051151,unknown,
St. Aloysius College (Mangalore),20090204162829,20080607220021,unknown,
St. Aloysius' College,20070225031902,20060819183933,unknown,
St. Andre sur Orne,20080315121740,20080305154303,unknown,
"St. Andrew's College, Ireland",20150208024343,20060310184051,unknown,
"St. Andrew's College, Sydney",20110523102305,20051030233620,unknown,
St. Ann's Hospital,20100714153400,20090707011619,unknown,
St. Anselm's Catholic School,20151023122800,20061211182634,unknown,
St. Anthony College,20090713020119,20090212033719,unknown,
"St. Anthony, Hennepin County, Minnesota",20090726075430,20081006214218,unknown,
St. Augustine's College (disambiguation),20100318084540,20080611020904,unknown,
St. Bees School,20151022173743,20070305195155,unknown,
St. Bernard High School,20150404114846,20081129094153,unknown,
St. Catherines Bobcats,20100909073932,20100805044643,unknown,
St. Christopher Academy,20090713020100,20080301101530,unknown,
St. Ciarán's Church,20131212162823,20131211161856,unknown,
"St. Clare's, Oxford",20151028142440,20090520200922,unknown,
St. Declan,20050315031318,20050310182012,unknown,
St. Dominic College Of Asia,20130424031306,20110702005254,unknown,
St. Edward High School (Ohio),20060409065538,20060407021405,unknown,
St. Francis Brooklyn Terriers men's basketball,20111010205145,20110818200153,unknown,
St. Francis College Terriers men's basketball,20111107215150,20111010205802,unknown,
St. James Academy (Malabon),20090112141024,20090104094141,unknown,
St. James Middle School,20060713122056,20060710130443,unknown,
St. John Mary Vianney Academy,20090713020116,20090621042201,unknown,
St. John the Baptist Cathedral (disambiguation),20080407174409,20060426213711,unknown,
St. John's College High School,20050720005412,20050503024723,copyright,Closing VfD.  Delete this copyvio to make way for rewrite
"St. Johns, Apache County, Arizona",20110329224438,20060601032644,unknown,
"St. Joseph's Basilica, Edmonton",20070328052810,20070218024332,unknown,
"St. Joseph, Missouri/Old version",20120729060438,20021021191425,unknown,
St. Kieran's Church,20131212162845,20131211161949,unknown,
St. Louis-San Francisco Railway 1630,20130226203236,20130131172647,unknown,
"St. Margaret's Hospital (Sydney, Australia)",20160225125012,20060709092943,unknown,
"St. Mary's Church, Gdańsk",20040315121833,20040311042935,unknown,
St. Michael (Raphael),20100626201505,20070303071312,unknown,
"St. Michael and All Angels Episcopal Church (Cincinnati, Ohio)",20080330164039,20071031142821,unknown,
St. Michael's Cave,20080809132633,20070301001434,copyright (move from St. Michael's Cave/Temp),Overwriting copyvio version.
"St. Michael, North Dakota",20081006210312,20080415051622,unknown,
"St. Patrick's Church (Lewiston, Maine)",20160102063525,20140630050606,unknown,
St. Patrick's High School (Liberia),20090728132042,20090722225223,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]]: prepare to move the clean version from Talk:St. Patrick's High School (Liberia)/Temp
"St. Paul Higher Secondary School, Katni",20131023100039,20131018144832,unknown,
St. Paul the Apostle Church (Manhattan),20100207192350,20070808182314,unknown,
"St. Paul's English School, Bangalore",20071127134135,20060529135448,unknown,
"St. Paul's School (Brooklandville, Maryland)",20060306181248,20060215030032,unknown,
"St. Peter and St. Paul, Bristol",20161110145225,20070506223901,unknown,
St. Peter's High School,20091024012703,20070329205053,unknown,
St. Petersburg Mathematical Society,20120207044411,20101027155501,unknown,
St. Piran's Day,20160303072230,20061219150938,unknown,
St. Pius X Seminary,20090713020112,20090526051510,unknown,
St. Simon Stock Catholic School,20140703164509,20061024203931,unknown,
"St. Stepanos Church, Smyrna",20090505194354,20070515172148,unknown,
"St. Stephen Church and Rectory (Hamilton, Ohio)",20091118231354,20070722200150,unknown,
"St. Thomas Cathedral Basilica, Chennai",20060529112556,20060216102848,unknown,
St. Thomas More Academy (Philippines),20090713020129,20081209062200,unknown,
St. Thomas Residential School,20081107122809,20080512233132,unknown,
St. Thomas the Apostle Church,20120824040547,20070120012151,unknown,
St. Thomas' Church,20090112203120,20070709195501,unknown,
St. Vrain massacre,20070107181110,20070102014446,unknown,
Stache (song),20131122035716,20121118052653,unknown,
Stacie,20060722233933,20060717082025,unknown,
Stack Exchange Network,20140306112054,20101122115048,unknown,
Stacy Jones,20060302032704,20051222220854,unknown,
Stadion na Kantridi,20100818093349,20070809113133,unknown,
Stag Weekends,20090701094508,20090608081517,unknown,
Stage Crew,20070210160614,20070121170207,unknown,
Stages of human development,20060517132506,20060418211304,unknown,
Stained Glass Conservation,20090410155757,20090407223849,unknown,
Stainton Moses,20160710063639,20081215155119,unknown,
Stal-2,20100207063618,20090607223207,unknown,
Stallion group,20141115090837,20110928002942,unknown,
Stamford Baron St. Martin,20161230111044,20090121121921,unknown,
"Stamford, New York (disambiguation)",20130430004441,20081129104328,unknown,
Stamp Act,20160702092718,20061109214038,unknown,
Stampe et Vertongen RSV.26-140,20110521234810,20101222200521,unknown,
Stan Carter (EastEnders),20151227011620,20151223193340,unknown,
Stance,20050523145052,20041114052439,unknown,
Standard (disambiguation),20101103180747,20080613154503,unknown,
Standard Tibetan,20060606171725,20031206083236,unknown,
Standards for Kosovo,20061120085051,20061114225245,unknown,
Standing (position),20090103180931,20070923220824,unknown,
Standing Lincoln,20110120020857,20070815044527,unknown,
Standing on the Corner,20070112151103,20060806080415,unknown,
Standish Family (Standish),20151213222832,20141207082231,unknown,
Standish family,20141104160935,20070529061612,unknown,
Standpipe,20070531160938,20060515205248,unknown,
Stanford University School of Education,20150318062857,20061023012713,unknown,
Stanislav Strumilin (politician),20150906093219,20060908135624,unknown,
Stanisław Krasiński (1558-1617),20091225010149,20060302023309,unknown,
Stanisław Krasiński (1585-1649),20091225010152,20090606050919,unknown,
Stanisław Marcin Chmielewski,20090614191647,20060823055037,unknown,
"Stanley Elementary School (Overland Park, Kansas)",20160218235601,20061208091518,unknown,
Stanley G. Feldman,20170223061224,20151019061057,unknown,
Stanley Rothenberg,20070327154521,20070326154232,copyright,Delete per [[Wikipedia:Copyright problems]]
Stannous chloride,20050610172206,20040329114311,unknown,
Stanovac,20150127021933,20080605220419,unknown,
Star (Boy Scouts of America),20130110221547,20130108025533,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]]
